LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track 1,0,1,24,0,0,0,0,0,23,331,354,19.58092204249842,308.49914610396576,144.59719539442565,0.0,0.9259031877060862,0.9713787303666434,0.8610037072398752,0.9291181583042564,0.031222474242670092,101.52423227141134,21.29577331723998,19.58092204249842,0.9194745713529311,0.851344436630366,0.919474571352931,0.10900122159056638
Track 2,1,2,10,0,0,0,0,0,9,30,39,14.907076251308823,336.31521357956575,281.3173990691023,0.0,1.662700539324271,1.7504842857161649,1.6023664805720064,1.6489862868388458,0.04360663182121514,89.10276696091168,14.96430485391844,14.907076251308823,0.9961756591322962,1.6563418057009802,0.9961756591322962,0.09792466831027327
Track 3,2,3,47,0,0,0,0,0,46,110,156,53.37792105975784,104.66179962989001,428.9021162965535,0.0,1.1721796657503156,1.2537815722795878,1.0872844798403172,1.1705203430441637,0.03615099128319197,102.59155252585273,53.92026462451452,53.37792105975784,0.9899417488298061,1.1603895882556052,0.9899417488298062,0.07414191198827001
Track 4,3,4,47,0,0,0,0,0,46,37,83,38.23377134730441,235.79399153828737,324.89314007291307,0.0,0.8598727964912937,0.94900452957851,0.7536124160788426,0.8616734634774628,0.04256923832744424,99.0193676071175,39.55414863859951,38.23377134730441,0.966618487902263,0.8311689423327046,0.9666184879022629,0.08510028364030858
Track 5,4,5,38,0,0,0,0,0,37,49,86,32.362195859743,437.1716016889645,218.80824967655315,0.0,0.933464421830148,1.0102672457769375,0.870597031410713,0.9328929857928421,0.03366192291188267,97.13254751377058,34.538183607715474,32.362195859743,0.9369976205845872,0.8746539421552161,0.9369976205845872,0.093357383755138
Track 6,5,6,16,0,0,0,0,0,15,283,298,17.81996361593277,370.49746983779255,294.9125036080435,0.0,1.2104157890889409,1.267883369243062,1.1465614406522922,1.207711690038364,0.03424410806117541,100.82871945409394,18.156236836334113,17.81996361593277,0.9814789141917121,1.187997574395518,0.9814789141917121,0.08693014257695254
Track 7,6,7,9,0,0,0,0,0,8,87,95,9.354169058991587,121.11986987842359,488.41569661114266,0.0,1.1730903004947857,1.1944989040237681,1.1259405861334444,1.180751952724576,0.022277075014514616,114.25881125731252,9.384722403958285,9.354169058991587,0.996744352826695,1.1692711323739484,0.996744352826695,0.12357193188636129
Track 8,7,8,48,0,0,0,0,0,47,212,259,50.291131852259895,412.66054478049045,401.47010135940764,0.0,1.1144918101428214,1.2061692115860323,1.0372830393142212,1.1140932802094061,0.03820461109551683,101.64617145277047,52.381115076712604,50.291131852259895,0.9601004441888663,1.0700240819629765,0.9601004441888663,0.07368575508929288
Track 9,8,9,20,0,0,0,0,0,19,28,47,17.411955087086334,220.56872528167347,227.03609290647063,0.0,0.9255656504996888,0.9776569667471208,0.8629157669314143,0.9248647804933523,0.030408912541817584,102.0537862288239,17.585747359494086,17.411955087086334,0.9901174360773513,0.9164186887940176,0.9901174360773511,0.06511726864670099
Track 10,9,10,24,0,0,0,0,0,23,301,324,17.32660828057457,97.36373070450861,291.1402554664064,0.0,0.7723206276241384,0.8250217712736475,0.6878226834990752,0.7825603583280163,0.03477887348350576,101.32073154079183,17.763374435355185,17.32660828057457,0.9754119828768962,0.7533307948075899,0.9754119828768962,0.07461143337035941
