LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Edge 1->2,1,1,2,1.2275041511950393,0.0,1.1966061753503612,1.1966061753503612,12,374.6190896013836,210.99245040372801,0.0,-1
Edge 2->3,1,2,3,1.2250065719254533,0.03280837517652624,1.2080118784357263,1.2080118784357263,13,374.7963766102499,212.18145307966373,0.0,-1
Edge 3->4,1,3,4,1.2011502344257348,0.03498986938647186,1.2810981055406094,1.2810981055406094,14,374.93753163242695,213.41778586801036,0.0,-1
Edge 4->5,1,4,5,1.1396455396990302,0.031572972998609394,1.2006711412266635,1.2006711412266635,15,375.03844533356744,214.65440536132252,0.0,-1
Edge 5->6,1,5,6,1.2240229998604573,0.0744244250538315,1.2442421604840854,1.2442421604840854,16,375.1640508371377,215.8695414704475,0.0,-1
Edge 6->7,1,6,7,1.2425218030615544,0.0475323388554898,1.236810165684328,1.236810165684328,17,375.3074106989126,217.101403500758,0.0,-1
Edge 7->8,1,7,8,1.2797360316545352,0.010505576825410758,1.3034379856878893,1.3034379856878893,18,375.4309344351469,218.36548916785785,0.0,-1
Edge 8->9,1,8,9,1.2488771696756633,0.1526738248595636,1.2440233154326772,1.2440233154326772,19,375.4664530783762,219.63501564955214,0.0,-1
Edge 9->10,1,9,10,1.294334086781073,0.08893492868972896,1.243879479336061,1.243879479336061,20,375.3490481753885,220.87217909651923,0.0,-1
Edge 10->11,1,10,11,1.2361619909490311,0.051918936262736796,1.2542261862102868,1.2542261862102868,21,375.1437700504687,222.10382139866567,0.0,-1
Edge 11->12,1,11,12,1.1585153594939703,0.018129412322727356,1.213671403389922,1.213671403389922,22,374.92033111201494,223.31732030405635,0.0,-1
Edge 12->13,1,12,13,1.2517905209358764,0.03559632676459912,1.2268768716819558,1.2268768716819558,23,374.7319987800998,224.5227780046214,0.0,-1
Edge 13->14,1,13,14,1.2660369590308194,0.022652384418302862,1.20473373981582,1.20473373981582,24,374.57915543992897,225.72885920153192,0.0,-1
Edge 14->15,1,14,15,1.2846443719489133,0.027519659478006275,1.270301801931174,1.270301801931174,25,374.420279473123,226.95601808620935,0.0,-1
Edge 15->16,1,15,16,1.2485398172165352,0.09785288198708475,1.2718934230344483,1.2718934230344483,26,374.1791340059875,228.2024824698001,0.0,-1
Edge 16->17,1,16,17,1.2055408063112847,0.14664023115372915,1.2142861576578334,1.2142861576578334,27,373.97136920143856,229.4247010283906,0.0,-1
Edge 17->18,1,17,18,1.212292355978084,0.05011427861959206,1.2363250933102077,1.2363250933102077,28,373.8880461896071,230.6467848111514,0.0,-1
Edge 18->19,1,18,19,1.2664225756250953,0.12465289084943242,1.2519479047849074,1.2519479047849074,29,373.75671671239184,231.88154120797697,0.0,-1
Edge 19->20,1,19,20,1.0886118712300878,0.057025848798012424,1.1940236751585158,1.1940236751585158,30,373.5860549256914,233.0920592080546,0.0,-1
Edge 20->21,1,20,21,1.2708105916538062,0.08461833555030718,1.2660133506642162,1.2660133506642162,31,373.50338290592094,234.31819400523227,0.0,-1
Edge 21->22,1,21,22,1.197094860965744,0.10679646232490159,1.2058577301314473,1.2058577301314473,32,373.40678396648525,235.54858274313983,0.0,-1
