LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track 1,0,1,39,0,0,0,0,0,38,66,104,42.83656918569398,473.3457004392335,48.20552725494707,0.0,1.1889184863576567,1.2889657878527412,1.1367161162256507,1.195874945898063,0.036550349103275814,103.12016885460406,45.17890248159096,42.83656918569398,0.9481542674293293,1.127278136465631,0.9481542674293293,0.0946766644737207
Track 2,1,2,34,0,0,0,0,0,33,184,217,39.39011463694344,261.8539339095776,293.71900682095793,0.0,1.2302216698316475,1.2918048059273608,1.151782415188118,1.2347629071740633,0.03287838884357621,101.25499206650038,40.59731510444437,39.39011463694344,0.970264031884986,1.1936398374831345,0.9702640318849861,0.08476198838216012
Track 3,2,3,34,0,0,0,0,0,33,294,327,34.77426989521785,75.71251484723611,347.7559767789215,0.0,1.2093170054149611,1.2926477052379228,1.1293176688053332,1.202480022904566,0.039091332529013666,104.4737928002135,39.907461178693715,34.77426989521785,0.8713726423113972,1.0537657544005408,0.8713726423113971,0.08532671540132744
Track 4,3,4,26,0,0,0,0,0,25,302,327,46.51612915607952,403.62319726022,81.38797337153723,0.0,1.9735560172514248,2.0296879638411243,1.8991229593152552,1.9710253212527424,0.034303601375479886,97.79262830694331,49.33890043128562,46.51612915607952,0.9427881195054726,1.8606451662431809,0.9427881195054726,0.08967354478627848
Track 5,4,5,41,0,0,0,0,0,40,307,347,49.414064309560594,449.5857725466069,451.0238938764294,0.0,1.2415292183132696,1.32086791698909,1.1863124013539825,1.2357122084237864,0.03463087343971877,103.80384549175525,49.66116873253078,49.414064309560594,0.9950241923563848,1.2353516077390148,0.9950241923563847,0.08222020537383405
Track 6,5,6,7,0,0,0,0,0,6,353,359,9.588205979917344,138.27286149423836,68.36685231362502,0.0,1.625305291794059,1.6985479461457267,1.5964446433187762,1.6174715303405471,0.03395721824901581,95.49508316001827,9.751831750764353,9.588205979917344,0.9832210219547539,1.598034329986224,0.9832210219547539,0.0921036097334262
Track 7,6,7,32,0,0,0,0,0,31,328,359,48.441575970915075,464.76393458622715,218.79302357766508,0.0,1.5862338209124824,1.661209377192703,1.4460161155999647,1.5982463904332305,0.043719432929477976,93.73271666641551,49.173248448286955,48.441575970915075,0.985120517751815,1.5626314829327443,0.9851205177518149,0.0953034687511684
Track 8,7,8,17,0,0,0,0,0,16,43,59,17.704514201194165,10.436884969506961,265.11679680386584,0.0,1.1088768790207744,1.1737379746431196,1.0467439564395895,1.112366801319381,0.039660567887188296,102.48386499264122,17.74203006433239,17.704514201194165,0.9978854808044968,1.1065321375746353,0.9978854808044968,0.06637104747617911
Track 9,8,9,34,0,0,0,0,0,33,85,118,46.99586821021274,264.85599234194035,318.8443137859059,0.0,1.4716714397773198,1.551530744683102,1.3902940437156388,1.4785586419582748,0.04000571131944863,100.8972052511855,48.56515751265155,46.99586821021274,0.9676869306553778,1.4241172184912951,0.9676869306553777,0.09633286797410805
Track 10,9,10,45,0,0,0,0,0,44,248,292,53.57725231249436,203.94094435122776,136.81967628671714,0.0,1.3156988832323613,1.3809763000148918,1.2392882186209526,1.3179029173320496,0.036488359545670805,101.37591856713263,57.890750862223896,53.57725231249436,0.9254889859695312,1.2176648252839628,0.9254889859695313,0.08126618094633144
Track 11,10,11,28,0,0,0,0,0,27,14,41,35.8807584948634,190.96960949953004,423.61953797035767,0.0,1.3365265083208144,1.4140022229518856,1.2562224798001465,1.3415527979273743,0.0376367220485318,101.74963971064746,36.08621572466199,35.8807584948634,0.9943064900080898,1.3289169812912371,0.9943064900080899,0.08154715778810238
Track 12,11,12,17,0,0,0,0,0,16,236,252,20.971627847604093,188.95568768381216,324.63036028319664,0.0,1.3197065290975147,1.388554838286205,1.2502396238956541,1.3314266932299892,0.04445104107720808,104.75002444551625,21.115304465560236,20.971627847604093,0.9931956170373729,1.3107267404752558,0.9931956170373729,0.0715078033053512
Track 13,12,13,18,0,0,0,0,0,17,319,336,20.881225237702452,322.4858102638097,287.95769930453486,0.0,1.2382298216033232,1.2959756605501493,1.169748541128456,1.2464200918108086,0.04256336054369197,103.71264668882989,21.049906967256494,20.881225237702452,0.9919865807570347,1.2283073669236737,0.9919865807570347,0.05725789405495586
Track 14,13,14,36,0,0,0,0,0,35,10,45,39.99671684897718,62.1269432035677,221.75187937399835,0.0,1.155848009541527,1.2167981686371034,1.0974834427418239,1.1533404270216523,0.029616547783319028,94.2017466583641,40.45468033395345,39.99671684897718,0.9886795920473038,1.1427633385422051,0.9886795920473038,0.07827444485535706
Track 15,14,15,25,0,0,0,0,0,24,267,291,32.989801053876604,42.678201730718285,287.3805949608479,0.0,1.3926118987359748,1.4722794049085501,1.3296129659265261,1.4023649240660085,0.03957891073945055,106.57715060494392,33.42268556966339,32.989801053876604,0.9870481827414939,1.3745750439115252,0.9870481827414939,0.076442158148982
Track 16,15,16,16,0,0,0,0,0,15,271,286,13.512382497731208,417.7494947105351,206.82439508233736,0.0,0.9068656897939947,0.984046841201876,0.8536786847462589,0.9051146734749511,0.034259245534050645,102.49251933495849,13.602985346909922,13.512382497731208,0.9933394878500479,0.9008254998487472,0.9933394878500479,0.08901171924911086
Track 17,16,17,26,0,0,0,0,0,25,25,50,34.61928415241808,448.3767130245988,415.4809650593654,0.0,1.3974834728784538,1.4868972407882048,1.3430990368300266,1.3915409188051937,0.03334876555035597,88.95784975218297,34.937086821961344,34.61928415241808,0.9909035727230843,1.3847713660967234,0.9909035727230844,0.07245696426997252
Track 18,17,18,7,0,0,0,0,0,6,135,141,9.024411863346737,396.55855063338225,232.86518012678525,0.0,1.5092338830424739,1.5773142065317987,1.434637833179487,1.5097378596296798,0.04394801951521442,88.82153539546968,9.055403298254843,9.024411863346737,0.9965775754113482,1.5040686438911228,0.9965775754113482,0.0642359809375451
Track 19,18,19,26,0,0,0,0,0,25,226,251,27.49580655240009,342.75854194296613,328.8978210454857,0.0,1.1192784594338787,1.2026408860514675,1.041961161549387,1.11391256636707,0.042771469708584045,98.8682796428249,27.981961485846966,27.49580655240009,0.9826261309918259,1.0998322620960037,0.982626130991826,0.0765162862540683
Track 20,19,20,18,0,0,0,0,0,17,16,33,26.5388215089459,45.16767368690312,188.06153202924096,0.0,1.5678274464210014,1.6220196870517563,1.5005946496345726,1.5687460197949028,0.02824139321706173,98.00877849776369,26.653066589157024,26.5388215089459,0.9957136234275721,1.561107147585053,0.9957136234275722,0.06970825028826592
Track 21,20,21,36,0,0,0,0,0,35,188,223,29.33177737598295,3.438026340581035,475.5358042078533,0.0,0.952106523664429,1.0783286046140599,0.6935487766879594,0.9879765138055462,0.0926085743887424,102.6698060392236,33.323728328255015,29.33177737598295,0.880206953047108,0.8380507821709414,0.880206953047108,0.21800247678793647
Track 22,21,22,42,0,0,0,0,0,41,205,246,61.095121693376,237.8888178221868,284.93731310957367,0.0,1.5812747220350782,1.656110106954201,1.4894099712080031,1.5769011349222308,0.04025722111659102,100.13492572493212,64.83226360343821,61.095121693376,0.9423567572324589,1.490124919350634,0.9423567572324588,0.079472745983811
Track 23,22,23,12,0,0,0,0,0,11,83,94,15.478769169111184,93.61309201176128,449.4428618306999,0.0,1.4398762573166126,1.5030442537721431,1.37013238862802,1.436081223525886,0.04552573999641934,104.62546817479681,15.83863883048274,15.478769169111184,0.9772790032512795,1.407160833555562,0.9772790032512796,0.10291468822350866
Track 24,23,24,32,0,0,0,0,0,31,71,102,42.9330042641409,132.33554391892105,228.75344888204074,0.0,1.451173779817339,1.5050265232713465,1.3844287296715636,1.4503099151104728,0.03041232690310786,101.0597082070506,44.98638717433751,42.9330042641409,0.9543554608588803,1.3849356214239,0.9543554608588803,0.0698696573300908
Track 25,24,25,37,0,0,0,0,0,36,255,291,56.163218133726886,6.602116831053517,468.0582767024214,0.0,1.6205305874705143,1.8562249847930723,0.9338357145369391,1.7438625188905037,0.2474799805687535,100.1667323438456,58.33910114893851,56.163218133726886,0.9627028361363223,1.5600893926035246,0.9627028361363223,0.2745913842122843
Track 26,25,26,37,0,0,0,0,0,36,291,327,45.55085303338142,412.45979312599405,389.45656513236815,0.0,1.303517055516725,1.3919514567689824,1.233891610012132,1.300412011051737,0.036588947381882904,101.1684563300418,46.9266139986021,45.55085303338142,0.9706827139656473,1.265301473149484,0.9706827139656473,0.067772243040719
Track 27,26,27,49,0,0,0,0,0,48,141,189,72.33769466556322,414.6035079074844,267.618575260196,0.0,1.5146233778106557,1.6069507939887187,1.420665155953489,1.5136719943571832,0.0398094079108542,94.0697490639863,72.70192213491147,72.33769466556322,0.9949901260014506,1.5070353055325671,0.9949901260014506,0.07776402649640671
Track 28,27,28,40,0,0,0,0,0,39,182,221,65.69360753060549,309.0668699924866,188.84859566230128,0.0,1.7674520314470918,1.8301789265175612,1.7123456363926173,1.7621847664853447,0.031822712061069014,98.1645779542971,68.93062922643658,65.69360753060549,0.9530394291745474,1.6844514751437305,0.9530394291745473,0.07191403574788201
Track 29,28,29,31,0,0,0,0,0,30,300,330,46.130403530219084,192.14799151915156,498.40138770345686,0.0,1.591289641030756,1.6666800592300954,1.5348463358515043,1.5901786671594587,0.032510763502017356,100.08442106135999,47.73868923092268,46.130403530219084,0.9663106439113994,1.5376801176739694,0.9663106439113994,0.08914703181077606
Track 30,29,30,19,0,0,0,0,0,18,150,168,20.94591228644191,363.44251189930935,157.61718971056638,0.0,1.2009076064674082,1.2970406103677061,1.1392478884729813,1.1997400768047934,0.03812955486870073,95.62162079283533,21.61633691641335,20.94591228644191,0.9689852803199794,1.1636617936912172,0.9689852803199795,0.10018735534749432
Track 31,30,31,43,0,0,0,0,0,42,215,257,45.718926680198024,445.1890681362879,9.514471095462742,0.0,1.20164311261877,1.373520966956675,0.5055218765728096,1.2954277764790199,0.21843632357156778,99.16732477720426,50.46901072998835,45.718926680198024,0.9058811737919036,1.0885458733380482,0.9058811737919037,0.2936786355182972
Track 32,31,32,43,0,0,0,0,0,42,272,314,63.86634923044782,369.2698523756792,365.0863951258572,0.0,1.56079845960947,1.6514896032488107,1.4984033830502288,1.5590714931408272,0.033424931298224214,98.00672553249919,65.55353530359774,63.86634923044782,0.9742624701271095,1.52062736262971,0.9742624701271096,0.07708534575217649
Track 33,32,33,38,0,0,0,0,0,37,3,40,49.12982832240422,71.79404679443638,432.75548477013734,0.0,1.3795858811149722,1.465568179469274,1.2914163310594446,1.3819525739600522,0.03520469086002131,96.51847394998507,51.04467760125397,49.12982832240422,0.9624867984511923,1.3278331979028168,0.9624867984511923,0.0707183000128367
Track 34,33,34,47,0,0,0,0,0,46,14,60,44.11598364998567,371.0401418647595,257.435103639131,0.0,1.0062827163416868,1.0988760841533423,0.903687889551786,1.0070754424656605,0.0370559118364367,101.43634885753241,46.28900495171759,44.11598364998567,0.9530553464262514,0.9590431228257755,0.9530553464262513,0.08123685392519008
Track 35,34,35,49,0,0,0,0,0,48,140,188,39.55204140756836,194.10624987840472,279.9006219971297,0.0,0.841451004887492,0.9174920144114734,0.749187380458308,0.8413181364417854,0.03873286878484747,102.34125844504271,40.38964823459962,39.55204140756836,0.9792618439713539,0.8240008626576741,0.9792618439713539,0.08201816883841177
Track 36,35,36,35,0,0,0,0,0,34,43,77,53.1547908062792,184.52926036135136,142.97503475394728,0.0,1.6265399268921497,1.7117975868966344,1.5525138565497432,1.623813378959543,0.03534706356054764,102.23776430791766,55.30235751433309,53.1547908062792,0.9611668144979663,1.5633762001846825,0.9611668144979663,0.09047880950537636
Track 37,36,37,37,0,0,0,0,0,36,193,229,57.049166469606355,314.9065846718642,492.15283157878514,0.0,1.788687012442558,1.8837572521423736,1.527009028003351,1.8093148437802722,0.06976192802646528,108.22232328711725,64.39273244793209,57.049166469606355,0.8859566025674755,1.5846990686001765,0.8859566025674755,0.2678072438907707
Track 38,37,38,49,0,0,0,0,0,48,122,170,32.90969813002896,505.50531497100764,324.2552263584128,0.0,0.9077330494034347,1.6336662334415832,0.30566320390948476,0.5986008715528357,0.5234374695967204,98.89274000298633,43.57118637136487,32.90969813002896,0.7553087457737282,0.6856187110422699,0.7553087457737282,1.2896010872553931
Track 39,38,39,14,0,0,0,0,0,13,85,98,15.474453924602047,297.2445910741943,215.67718364840766,0.0,1.2204074523402417,1.2594956972847686,1.1602575622516593,1.2251946420298885,0.025409713855413157,95.90284857053273,15.865296880423141,15.474453924602047,0.9753649138262662,1.190342609584773,0.9753649138262661,0.08884185510432108
Track 40,39,40,10,0,0,0,0,0,9,267,276,11.535484728301237,57.739232011716275,415.4344639573718,0.0,1.29241387185804,1.3448645203568057,1.2513236667240284,1.2999375572243084,0.02844180410414884,101.38937460820128,11.63172484672236,11.535484728301237,0.9917260664527976,1.281720525366804,0.9917260664527976,0.11470814693822168
Track 41,40,41,29,0,0,0,0,0,28,86,114,33.794371729259545,196.0874387936825,375.0895180404775,0.0,1.237630692799582,1.3243941971759357,1.1434533399196944,1.2444716924414019,0.04749587722666958,97.40481063866855,34.65365939838829,33.794371729259545,0.975203551831276,1.2069418474735552,0.975203551831276,0.0619318210090171
Track 42,41,42,13,0,0,0,0,0,12,347,359,16.949983931517707,80.4462109679702,157.27069039760252,0.0,1.413374131934327,1.4597676634744277,1.365953279848993,1.409818501219259,0.029851826497243116,96.88158742821541,16.960489583211924,16.949983931517707,0.9993805808704593,1.412498660959809,0.9993805808704593,0.0392083827917643
