LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track 1,0,1,30,0,0,0,0,0,29,217,246,33.18865021627797,20.317596481154688,201.271414758826,0.0,1.156460558721421,1.2213835972159848,1.047563414337965,1.1589848612320948,0.040009420787502026,97.74391938444039,33.53735620292121,33.18865021627797,0.9896024604762117,1.1444362143544127,0.9896024604762117,0.07730929434859549
Track 2,1,2,28,0,0,0,0,0,27,310,337,35.97041180017128,483.6010977737019,56.31395878693838,0.0,1.350628580890942,1.416406993827334,1.2900484180550975,1.3514882512031972,0.03377764041960569,98.21105103539143,36.46697168405543,35.97041180017128,0.9863832980652664,1.3322374740804177,0.9863832980652664,0.09341189119807668
Track 3,2,3,33,0,0,0,0,0,32,327,359,46.0707994126453,431.69238688184174,285.0718948840358,0.0,1.4479389760250068,1.5147236310155954,1.358297024461757,1.44788962962109,0.03945772241755295,103.09237461969141,46.334047232800216,46.0707994126453,0.9943184799110629,1.4397124816451656,0.9943184799110629,0.09427193603979986
Track 4,3,4,6,0,0,0,0,0,5,42,47,6.169357200611193,47.4449786335364,23.366281970558116,0.0,1.2350980770848938,1.2875340697353694,1.1628496312621803,1.2383912672134683,0.04374520062390846,83.76950437720103,6.175490385424469,6.169357200611193,0.9990068505607665,1.2338714401222386,0.9990068505607665,0.06493557503550906
Track 5,4,5,18,0,0,0,0,0,17,226,243,24.250681275145848,481.4277354817189,475.6660921214528,0.0,1.4597375183154029,1.522740852257648,1.405932123581771,1.4564823878317847,0.036749131822213205,105.37356495304026,24.81553781136185,24.250681275145848,0.9772377878525211,1.4265106632438733,0.9772377878525211,0.07416170187499299
Track 6,5,6,33,0,0,0,0,0,32,186,218,35.08975797575156,426.6483265144617,107.11820846735594,0.0,1.110677083628752,1.1749375560455138,1.020352237391638,1.1178441002288362,0.03750706681988701,94.76537577367968,35.541666676120066,35.08975797575156,0.9872851010481133,1.0965549367422363,0.9872851010481133,0.07942373058502564
Track 7,6,7,41,0,0,0,0,0,40,253,293,52.60694754259711,353.48415663122483,60.11992837387105,0.0,1.342119417191633,1.438458252237452,1.2419529729588208,1.3458116174040933,0.04460244065876296,99.44010164849529,53.68477668766533,52.60694754259711,0.9799230021698897,1.315173688564928,0.9799230021698898,0.07987657763943548
Track 8,7,8,36,0,0,0,0,0,35,303,338,47.81087730110118,164.69250391742264,477.0477095782451,0.0,1.385400131172479,1.473857263845822,1.2945866030147073,1.3813280384311684,0.04007953196804584,101.85803432245592,48.48900459103677,47.81087730110118,0.9860148234500788,1.366025065745748,0.9860148234500788,0.07999008572802264
Track 9,8,9,21,0,0,0,0,0,20,31,51,17.925585730124162,502.6649569061501,492.80930225442154,0.0,0.9101863408137018,1.0067008200254544,0.8343142360198234,0.9003493967833758,0.04578497078423184,91.36159382953058,18.203726816274035,17.925585730124162,0.9847206514931208,0.8962792865062081,0.9847206514931208,0.08579745163517809
Track 10,9,10,23,0,0,0,0,0,22,29,51,35.5133779212239,450.12870051728606,433.0323672604083,0.0,1.6319338075608227,1.6795315739580048,1.5731360050178627,1.639225159827303,0.02999883182990976,106.43656235849716,35.9025437663381,35.5133779212239,0.9891604938177367,1.6142444509647227,0.9891604938177367,0.07612840941989281
