LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Edge 1->2,1,1,2,1.1098980618859169,0.0,1.0892084727234865,1.0892084727234865,218,32.10858289592722,211.95778850405497,0.0,-1
Edge 2->3,1,2,3,1.0842537163949426,0.02264530669533693,1.1166889507253404,1.1166889507253404,219,31.156923771939233,211.40039739764262,0.0,-1
Edge 3->4,1,3,4,1.0441004383121566,0.010719008743360181,1.0870533070379227,1.0870533070379227,220,30.209445940714318,210.83792884215708,0.0,-1
Edge 4->5,1,4,5,1.102824262752892,0.06260383330353969,1.1571173962744352,1.1571173962744352,221,29.260761176732082,210.23973096089867,0.0,-1
Edge 5->6,1,5,6,1.2583914041442104,0.03884035333449676,1.1839451175820837,1.1839451175820837,222,28.30323184442713,209.5668532649748,0.0,-1
Edge 6->7,1,6,7,1.194022456758003,0.00602093680856397,1.1330439306925466,1.1330439306925466,223,27.370353955636944,208.87994988782634,0.0,-1
Edge 7->8,1,7,8,1.1415748999758937,0.10629745086476294,1.196194301301516,1.196194301301516,224,26.475163492389697,208.13755728639921,0.0,-1
Edge 8->9,1,8,9,1.0724846867432214,0.2496124658397707,1.1172746360234957,1.1172746360234957,225,25.54340334179018,207.46737242540524,0.0,-1
Edge 9->10,1,9,10,1.078637400505114,0.21510726624335774,1.1316675471028002,1.1316675471028002,226,24.622406962864986,206.83362870630708,0.0,-1
Edge 10->11,1,10,11,1.1084637654809555,0.11338252554835027,1.1827136618337377,1.1827136618337377,227,23.790977229643126,206.03143316091058,0.0,-1
Edge 11->12,1,11,12,1.2735637335888499,0.1686944282958338,1.1760110009067768,1.1760110009067768,228,23.066989206739223,205.10576317886313,0.0,-1
Edge 12->13,1,12,13,1.1295534187104868,0.09110839867369379,1.1662708102071488,1.1662708102071488,229,22.382922104664644,204.156669414109,0.0,-1
Edge 13->14,1,13,14,1.2287579846909655,0.0038296096421897015,1.19078003446082,1.19078003446082,230,21.65261819805513,203.23169736956748,0.0,-1
Edge 14->15,1,14,15,1.130296713840039,0.028008001209763655,1.1472271479128642,1.1472271479128642,231,20.94271887404166,202.3030723344848,0.0,-1
Edge 15->16,1,15,16,1.149542791291224,0.04013613217834955,1.1605183181220389,1.1605183181220389,232,20.236668142319754,201.39072451817447,0.0,-1
Edge 16->17,1,16,17,1.1091656136883736,0.015055783785991482,1.1236131669432126,1.1236131669432126,233,19.526445093404735,200.4963960061807,0.0,-1
Edge 17->18,1,17,18,1.2397585103603002,0.023470247084024898,1.2213835972159848,1.2213835972159848,234,18.81571569047731,199.5639652108319,0.0,-1
Edge 18->19,1,18,19,1.1230354954692332,0.12267861186817221,1.132277919766422,1.132277919766422,235,18.059855691075278,198.66484927254925,0.0,-1
Edge 19->20,1,19,20,1.1784414722620746,0.07151667130556394,1.1411705929384526,1.1411705929384526,236,17.304990143404105,197.81592727331383,0.0,-1
Edge 20->21,1,20,21,1.2147912985394196,0.06326740763119876,1.1570169319409345,1.1570169319409345,237,16.60140511816531,196.9081476957423,0.0,-1
Edge 21->22,1,21,22,1.143159276787688,0.07027291909449751,1.1741755050352363,1.1741755050352363,238,15.884140730687982,195.99028614945712,0.0,-1
Edge 22->23,1,22,23,1.1839999689632652,0.1324189520195036,1.1737900004710808,1.1737900004710808,239,15.073398977483826,195.14476833586502,0.0,-1
Edge 23->24,1,23,24,0.965880530820721,0.010431804166935787,1.047563414337965,1.047563414337965,240,14.257033541097574,194.39169677859405,0.0,-1
Edge 24->25,1,24,25,1.189317360580552,0.08442702343699526,1.2154203520355729,1.2154203520355729,241,13.396227825220693,193.6588803775278,0.0,-1
Edge 25->26,1,25,26,1.2104376666503827,0.02688573932075311,1.2095259979450204,1.2095259979450204,242,12.453211754743208,192.89694452249245,0.0,-1
Edge 26->27,1,26,27,1.1861702646498684,0.079337951725301,1.1961212912740655,1.1961212912740655,243,11.499051670189797,192.16613140187133,0.0,-1
Edge 27->28,1,27,28,1.1492079179773294,0.149755793042031,1.1546521016169897,1.1546521016169897,244,10.593051588698522,191.42251270612297,0.0,-1
Edge 28->29,1,28,29,1.221777542873428,0.06874553692077255,1.1959458372611664,1.1959458372611664,245,9.71659439760058,190.64051552910723,0.0,-1
Edge 29->30,1,29,30,1.1952537848720137,0.0893900829775629,1.1589848612320948,1.1589848612320948,246,8.780697084774097,189.92794707107942,0.0,-1
Edge 31->32,2,31,32,1.3079181009605891,0.0,1.3534899642687914,1.3534899642687914,311,468.8522686574533,65.28520193788718,0.0,-1
Edge 32->33,2,32,33,1.3087199533410596,0.17567549811950034,1.3331807400484543,1.3331807400484543,312,469.88128590066543,64.42975644285565,0.0,-1
Edge 33->34,2,33,34,1.5193311170871253,0.0053178159704987404,1.416406993827334,1.416406993827334,313,470.85399626280935,63.458221894883096,0.0,-1
Edge 34->35,2,34,35,1.2616468746155232,0.14390090852926563,1.3068349844940148,1.3068349844940148,314,471.8765282538842,62.56442430352448,0.0,-1
Edge 35->36,2,35,36,1.3821773857660677,0.007198132611819119,1.3514882512031972,1.3514882512031972,315,472.94278593692167,61.770861273825375,0.0,-1
Edge 36->37,2,36,37,1.3309032583288731,0.0949882619199619,1.3422524190767386,1.3422524190767386,316,473.9858390784865,60.92114896568011,0.0,-1
Edge 37->38,2,37,38,1.3004735074770466,0.021638419329036984,1.357274305948623,1.357274305948623,317,474.98058828426366,60.00894180235929,0.0,-1
Edge 38->39,2,38,39,1.3870704254249744,0.17711223675787913,1.3474985045559242,1.3474985045559242,318,476.04091276511144,59.17806535717895,0.0,-1
Edge 39->40,2,39,40,1.3610667524898972,0.1171929342019638,1.3862385257593228,1.3862385257593228,319,477.2275325115331,58.50437644879116,0.0,-1
Edge 40->41,2,40,41,1.3351588162637067,0.05180121207318983,1.3574735224406886,1.3574735224406886,320,478.4412683793921,57.865962712355284,0.0,-1
Edge 41->42,2,41,42,1.3755018504741385,0.1534879316981324,1.3213489632152655,1.3213489632152655,321,479.6525409838771,57.30355924496364,0.0,-1
Edge 42->43,2,42,43,1.29413764332453,0.06372550674298921,1.3072433823603493,1.3072433823603493,322,480.89731197198705,56.8838372300939,0.0,-1
Edge 43->44,2,43,44,1.3280916121854525,0.25423327141828383,1.3168969362237593,1.3168969362237593,323,482.0852741755538,56.35223000874717,0.0,-1
Edge 44->45,2,44,45,1.3138628868938913,0.010614982947800389,1.3152514963041442,1.3152514963041442,324,483.2053690561588,55.66129585075991,0.0,-1
Edge 45->46,2,45,46,1.3664993669241368,0.18252019954728638,1.3711963619347876,1.3711963619347876,325,484.40105895356714,55.061631085759664,0.0,-1
Edge 46->47,2,46,47,1.2766696132306554,0.015670727345434454,1.3426517180765896,1.3426517180765896,326,485.65949865217203,54.554226561876554,0.0,-1
Edge 47->48,2,47,48,1.403476241716877,0.15206499665924678,1.3605794345070357,1.3605794345070357,327,486.9410461508775,54.137140866954354,0.0,-1
Edge 48->49,2,48,49,1.3051880979113177,0.14344999223074395,1.2940887247521455,1.2940887247521455,328,488.20224953357695,53.734475525467985,0.0,-1
Edge 49->50,2,49,50,1.3745921633779035,0.13088839476856767,1.333902909527949,1.333902909527949,329,489.38346904691275,53.165333320246226,0.0,-1
Edge 50->51,2,50,51,1.3696327360191245,0.11325709857574316,1.363866524030514,1.363866524030514,330,490.59246889219344,52.572052965317084,0.0,-1
Edge 51->52,2,51,52,1.437555638275741,0.08521092603366665,1.3847489551258483,1.3847489551258483,331,491.8788287594672,52.091871884045815,0.0,-1
Edge 52->53,2,52,53,1.2976291367281372,0.0026120751980744377,1.2900484180550975,1.2900484180550975,332,493.1499042355872,51.67593999804755,0.0,-1
Edge 53->54,2,53,54,1.4731565678185459,0.08688677224556063,1.404546290221083,1.404546290221083,333,494.44633528122336,51.313919081222295,0.0,-1
Edge 54->55,2,54,55,1.3545091559212339,0.059266138109461186,1.3997857744292161,1.3997857744292161,334,495.80067349858444,50.9532091661513,0.0,-1
Edge 55->56,2,55,56,1.3443838296913715,0.11263414932612575,1.3839136054676202,1.3839136054676202,335,497.10797451213,50.481963880921995,0.0,-1
Edge 56->57,2,56,57,1.4825563444936658,0.03866926224246259,1.393202106361914,1.393202106361914,336,498.3955771513156,49.962876522557195,0.0,-1
Edge 57->58,2,57,58,1.3729145092264645,0.028691326547298723,1.3315618718390296,1.3315618718390296,337,499.6616693152357,49.46017028653002,0.0,-1
Edge 59->60,3,59,60,1.5086326656542313,0.0,1.478706033309536,1.478706033309536,328,432.5933717021563,307.39991834306977,0.0,-1
Edge 60->61,3,60,61,1.360204746326771,0.07998875727217934,1.3877911845274273,1.3877911845274273,329,432.75925433000873,305.9774543593343,0.0,-1
Edge 61->62,3,61,62,1.413780893854355,0.25399004610422815,1.455930224561227,1.455930224561227,330,432.7977555256912,304.5675629453647,0.0,-1
Edge 62->63,3,62,63,1.5178392947524884,0.15062444403231656,1.4881420769061924,1.4881420769061924,331,432.76767128291584,303.1000072896246,0.0,-1
Edge 63->64,3,63,64,1.4461973643636175,0.10276421732228713,1.4475979273814779,1.4475979273814779,332,432.7725353775396,301.6340822385157,0.0,-1
Edge 64->65,3,64,65,1.4511171055883292,0.030619717230305987,1.4762868893044567,1.4762868893044567,333,432.678704026533,300.1753257782281,0.0,-1
Edge 65->66,3,65,66,1.4464162204670614,0.09669956833297655,1.4228352177668995,1.4228352177668995,334,432.49553183275424,298.7390915884524,0.0,-1
Edge 66->67,3,66,67,1.5170488488506804,0.05921522935404644,1.4357477408385144,1.4357477408385144,335,432.287189243583,297.3256994799174,0.0,-1
Edge 67->68,3,67,68,1.5101644379372796,0.01847847542615488,1.4481813318607022,1.4481813318607022,336,432.1057646799656,295.89525571413367,0.0,-1
Edge 68->69,3,68,69,1.4393132683802219,0.13821122779277606,1.4328881672820366,1.4328881672820366,337,432.0100981483975,294.46134696091207,0.0,-1
Edge 69->70,3,69,70,1.3179087112756214,0.06590238044349395,1.4869208806300382,1.4869208806300382,338,431.9653005930786,293.0029225097345,0.0,-1
Edge 70->71,3,70,71,1.4822838968334393,0.11808252943784737,1.4942239411364167,1.4942239411364167,339,431.78387200000486,291.5260494989917,0.0,-1
Edge 71->72,3,71,72,1.4273329443374088,0.047084684700624324,1.4775190396343814,1.4775190396343814,340,431.48214955907196,290.07155499702515,0.0,-1
Edge 72->73,3,72,73,1.34812155701398,0.1637927674774169,1.358297024461757,1.358297024461757,341,431.27129100115474,288.67421053588447,0.0,-1
Edge 73->74,3,73,74,1.4238412091471007,0.10430293354235909,1.4413030461527154,1.4413030461527154,342,431.2563012515175,287.2763923362412,0.0,-1
Edge 74->75,3,74,75,1.4690187301804423,0.11567291048259043,1.4848101694293174,1.4848101694293174,343,431.40005212919175,285.82287258169123,0.0,-1
Edge 75->76,3,75,76,1.5009190937832106,0.055109987816614144,1.447096872362238,1.447096872362238,344,431.58762422175204,284.36952973995415,0.0,-1
Edge 76->77,3,76,77,1.4334945570938875,0.13197005042108856,1.4448806841507564,1.4448806841507564,345,431.6374054964505,282.9275467907996,0.0,-1
Edge 77->78,3,77,78,1.4747395655401476,0.14215974131515274,1.4883009584296945,1.4883009584296945,346,431.6967930748476,281.46586441044553,0.0,-1
Edge 78->79,3,78,79,1.5140555417085637,0.1377532908382797,1.4902258414622613,1.4902258414622613,347,431.75874787183125,279.98142445433814,0.0,-1
Edge 79->80,3,79,80,1.4228010107700633,0.0006095280421840599,1.47567633100347,1.47567633100347,348,431.7189845480238,278.4990066326748,0.0,-1
Edge 80->81,3,80,81,1.3805284105955882,0.06651428288174244,1.3974153054459824,1.3974153054459824,349,431.63452281055334,277.0657410789398,0.0,-1
Edge 81->82,3,81,82,1.3427569283455747,0.007539838744027748,1.4112697634650881,1.4112697634650881,350,431.50937152676266,275.66699625521665,0.0,-1
Edge 82->83,3,82,83,1.4991139460664125,0.1709207657152183,1.467979484666036,1.467979484666036,351,431.26297989487705,274.253944133616,0.0,-1
Edge 83->84,3,83,84,1.3868005155152854,0.08506973505143778,1.375223703218128,1.375223703218128,352,430.9595989089204,272.8664064483876,0.0,-1
Edge 84->85,3,84,85,1.6181569913838505,0.13705043636684253,1.5147236310155954,1.5147236310155954,353,430.816400219149,271.4319459970529,0.0,-1
Edge 85->86,3,85,86,1.3766529435350188,0.10447097417870621,1.458336803404374,1.458336803404374,354,430.84157359443714,269.94765607537965,0.0,-1
Edge 86->87,3,86,87,1.4753340908412818,0.11127488859036605,1.4268294941433561,1.4268294941433561,355,430.86340287117184,268.50747028709634,0.0,-1
Edge 87->88,3,87,88,1.3456263896477128,0.04342483208654513,1.4332983970375386,1.4332983970375386,356,430.83577079905854,267.078010458318,0.0,-1
Edge 88->89,3,88,89,1.448704520320058,0.017128888827185662,1.4984950011708063,1.4984950011708063,357,430.82636070114046,265.6121976986012,0.0,-1
Edge 89->90,3,89,90,1.2987100901420978,6.559052317900438e-05,1.405994911069877,1.405994911069877,358,430.80483143329525,264.160112335774,0.0,-1
Edge 90->91,3,90,91,1.3845706177089385,0.16593729688362258,1.3811191555719116,1.3811191555719116,359,430.89831784002826,262.77449880204176,0.0,-1
