LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Edge 1->2,1,1,2,1.2684360514625301,0.0,1.3136979654946812,1.3136979654946812,128,400.69258408185465,224.5311984577251,0.0,-1
Edge 2->3,1,2,3,1.3241249525788565,0.00881571386734814,1.3096822545139928,1.3096822545139928,129,399.8558166776158,223.5210906280174,0.0,-1
Edge 3->4,1,3,4,1.4168430684143496,0.14387178278380697,1.3403259170263435,1.3403259170263435,130,399.09371791028025,222.4413808739311,0.0,-1
Edge 4->5,1,4,5,1.409158451035028,0.07900014946359413,1.344191764657485,1.344191764657485,131,398.35524216559145,221.3217814861771,0.0,-1
Edge 5->6,1,5,6,1.3804115232102951,0.06268947542174974,1.3815237761364259,1.3815237761364259,132,397.52620434275946,220.24092364767046,0.0,-1
Edge 7->8,2,7,8,1.1166711541964418,0.0,1.1573095440728494,1.1573095440728494,334,82.10591558854978,209.0333465491574,0.0,-1
Edge 8->9,2,8,9,1.1175785222688095,0.07219250309894543,1.120305396715075,1.120305396715075,335,81.02710836495942,208.67089813995588,0.0,-1
Edge 9->10,2,9,10,1.08857986303468,0.007926403538865312,1.131791082083135,1.131791082083135,336,79.97199656159144,208.27757409508294,0.0,-1
Edge 10->11,2,10,11,1.293676143796707,0.04401508422612421,1.1632816747669947,1.1632816747669947,337,78.9045432075886,207.85716297207998,0.0,-1
Edge 11->12,2,11,12,1.1136888813355899,0.25518045612598694,1.1607199535571695,1.1607199535571695,338,77.79357365823452,207.55035588889734,0.0,-1
Edge 12->13,2,12,13,1.0393744046939788,0.017044680050624095,1.0267093993927776,1.0267093993927776,339,76.71213270344657,207.38722801932465,0.0,-1
Edge 13->14,2,13,14,1.1682813505984868,0.06202230700511979,1.1460272288807734,1.1460272288807734,340,75.63489922946226,207.2507254285771,0.0,-1
Edge 14->15,2,14,15,1.1125247327089236,0.12508349037413272,1.1457917225237377,1.1457917225237377,341,74.49189894115571,207.2116181887124,0.0,-1
Edge 15->16,2,15,16,1.063275670498337,0.045398638463085804,1.1062919797561084,1.1062919797561084,342,73.3661676643062,207.21842427347806,0.0,-1
Edge 16->17,2,16,17,1.0849572168344637,0.14471603295928492,1.098930255188871,1.098930255188871,343,72.27081071486762,207.12049412548737,0.0,-1
Edge 17->18,2,17,18,1.0305304133764397,0.001371769484836527,1.073782612402182,1.073782612402182,344,71.19851950338105,206.94624917177214,0.0,-1
Edge 18->19,2,18,19,1.0527502546026197,0.08797936000096973,1.043329429258297,1.043329429258297,345,70.16286322265836,206.73226222237196,0.0,-1
Edge 19->20,2,19,20,1.105506140251386,0.041770860506001206,1.1479918797013606,1.1479918797013606,346,69.09541794516142,206.48627345757546,0.0,-1
Edge 20->21,2,20,21,1.1521477204497639,0.20528629334315784,1.14481650683477,1.14481650683477,347,68.00909392135034,206.13936580422973,0.0,-1
Edge 21->22,2,21,22,1.0091564308259402,0.15761961362995125,1.1123759649521476,1.1123759649521476,348,66.94625391840893,205.7703028391922,0.0,-1
Edge 22->23,2,22,23,1.1023969721941114,0.010086959697060749,1.1427443771123325,1.1427443771123325,349,65.85352673398299,205.4922616446682,0.0,-1
Edge 23->24,2,23,24,1.1335070376661678,0.07514388333605826,1.1545087559890501,1.1545087559890501,350,64.75103216684667,205.1729073081295,0.0,-1
