LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track 1,0,1,35,0,0,0,0,0,34,18,52,21.539662594697187,146.45372389146203,10.446277682421393,0.0,0.6794552430554717,0.7625017032074707,0.6138044202796047,0.6742947645064596,0.0356923686355726,99.42003240501155,23.101478263886037,21.539662594697187,0.932393258502838,0.633519488079329,0.9323932585028379,0.07351117772751176
Track 2,1,2,9,0,0,0,0,0,8,254,262,10.47524214642458,267.16534287861293,443.2882665781846,0.0,1.3190108060142038,1.3659662914055593,1.2545285727581956,1.317069392303262,0.03151770255976928,100.05384452373556,10.55208644811363,10.47524214642458,0.9927176201534259,1.3094052683030726,0.9927176201534259,0.07408266836290135
Track 3,2,3,47,0,0,0,0,0,46,52,98,68.51555224058939,132.60786377036843,341.8735696544675,0.0,1.5600449599490562,1.6417972958470717,1.4436500279435076,1.5630211983033457,0.04794884140642943,99.52261845826042,71.76206815765659,68.51555224058939,0.9547600006463747,1.4894685269693344,0.9547600006463747,0.08138654873098407
Track 4,3,4,44,0,0,0,0,0,43,130,173,34.94930290233446,314.31689933886474,51.69817125385009,0.0,0.8202102652079944,0.8829999550086471,0.7635305540960416,0.8171910052882505,0.033201448508355574,105.09460718606728,35.26904140394376,34.94930290233446,0.99093430133393,0.8127744861008014,0.99093430133393,0.0692294396588513
Track 5,4,5,21,0,0,0,0,0,20,319,339,23.495087773972767,341.79153431108017,370.5544247710128,0.0,1.2095185280873317,1.2675953561465307,1.1385767296842997,1.2086232356800715,0.038575272555063995,103.24049880843893,24.190370561746636,23.495087773972767,0.9712578694898807,1.1747543886986382,0.9712578694898807,0.07117778772014283
Track 6,5,6,35,0,0,0,0,0,34,41,75,31.13315207444159,195.63964234030252,81.92304311739342,0.0,0.943288331216718,1.0309327026774509,0.8409777584227233,0.9414771367223005,0.04639207923342069,99.5031263234437,32.07180326136841,31.13315207444159,0.9707328216228659,0.9156809433659291,0.9707328216228659,0.08505785248271805
Track 7,6,7,12,0,0,0,0,0,11,241,252,12.550955920542723,220.62243750588996,81.55785141046955,0.0,1.151979487872376,1.196744390571702,1.0752788405032272,1.1744864643056274,0.041716084600257344,105.89784917178493,12.671774366596136,12.550955920542723,0.9904655462954027,1.1409959927766111,0.9904655462954027,0.12100341961133557
Track 8,7,8,9,0,0,0,0,0,8,17,25,6.079779062146197,28.16961151897116,289.7673960285325,0.0,0.7622561569558994,0.808930420489435,0.7251378456914321,0.7596789528475398,0.02265140931481668,100.74750261693629,6.0980492556471955,6.079779062146197,0.9970039281850538,0.7599723827682746,0.9970039281850538,0.07675766641042392
Track 9,8,9,39,0,0,0,0,0,38,248,286,43.950309486840574,467.8697089046697,177.09888226665564,0.0,1.1816830102519333,1.2603372548403258,1.120500419029355,1.1825313377661262,0.03619911641055612,101.49305300177707,44.90395438957347,43.950309486840574,0.978762562992574,1.1565870917589625,0.978762562992574,0.06661388278420212
Track 10,9,10,17,0,0,0,0,0,16,93,109,13.31436636984714,165.026694632987,121.11047287921653,0.0,0.8736520364725335,0.9462597567337967,0.8057022634379192,0.8673482350162798,0.03143802283964881,107.67351839608864,13.978432583560537,13.31436636984714,0.9524935138654689,0.8321478981154462,0.9524935138654689,0.08106133159886199
