LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track 1,0,1,44,0,0,0,0,0,43,153,196,44.2073459907166,505.4743699092141,402.2609745475782,0.0,1.1812467244774332,1.2912014782690722,1.0082776419737343,1.202672512259322,0.07044267606859776,94.93074363459704,50.793609152529626,44.2073459907166,0.870332837699425,1.0280778137375952,0.8703328376994249,0.4080045901538944
Track 2,1,2,20,0,0,0,0,0,19,166,185,19.76961141221431,189.89235708221196,47.50699694470181,0.0,1.0462761323670484,1.1049980543700708,0.9779641715522964,1.0464509197079463,0.030977885081262414,93.94144079382171,19.879246514973918,19.76961141221431,0.9944849467671208,1.0405058638007532,0.9944849467671207,0.0819681880037017
Track 3,2,3,13,0,0,0,0,0,12,68,80,10.15995625494774,340.81447068905385,200.6142664380215,0.0,0.8563768113580851,0.8959471383536771,0.7957462207836968,0.8602115427381942,0.026297167856276515,97.26338909300271,10.27652173629702,10.15995625494774,0.9886571074980003,0.8466630212456451,0.9886571074980003,0.06789248625762094
Track 4,3,4,34,0,0,0,0,0,33,271,304,27.097760405322088,110.07420932003727,338.2438296827159,0.0,0.8293611656671735,0.9129310354378883,0.7505119582224246,0.8332305263685971,0.03765436888682871,98.15174341828595,27.368918467016726,27.097760405322088,0.9900924816586588,0.8211442547067299,0.9900924816586588,0.08949346719055826
Track 5,4,5,12,0,0,0,0,0,11,344,355,11.23614281859751,219.63572318433555,316.1274817009778,0.0,1.0498334795749813,1.137460413076618,0.9972249648489315,1.0469973601823275,0.03463744695345144,104.18126282006587,11.548168275324795,11.23614281859751,0.9729805238988425,1.02146752896341,0.9729805238988425,0.09748166311575743
Track 6,5,6,22,0,0,0,0,0,21,179,200,17.60556384659207,398.6920668826373,162.82997433237207,0.0,0.8521500323528721,0.9071690977943299,0.7743413615830642,0.8546244641812699,0.03268437882556835,98.57579283848162,17.895150679410314,17.60556384659207,0.9838175806392379,0.8383601831710509,0.9838175806392379,0.07301966436533251
Track 7,6,7,7,0,0,0,0,0,6,105,111,5.337123168089778,492.22811484366423,239.21576671511306,0.0,0.8914126391844427,0.9227080914724348,0.8308884489828348,0.9125883572072377,0.03506270115906004,94.64027122092435,5.348475835106656,5.337123168089778,0.9978774014566241,0.889520528014963,0.9978774014566242,0.09539892206553739
Track 8,7,8,7,0,0,0,0,0,6,187,193,5.0753084175281264,342.39193164767414,125.30614300263778,0.0,0.8542627136160603,0.888370456051691,0.8105967024656014,0.8577091608801259,0.02883909844283735,103.79742523160901,5.125576281696362,5.0753084175281264,0.9901927390393653,0.8458847362546877,0.9901927390393653,0.17830305169236166
Track 9,8,9,15,0,0,0,0,0,14,124,138,14.65858689860272,316.06532334934616,183.0935194182979,0.0,1.0930834105087304,1.1691976515484486,1.030468933033142,1.0949980360725478,0.03291175798691612,92.32250791760481,15.303167747122226,14.65858689860272,0.9578792535525386,1.0470419213287658,0.9578792535525387,0.08698248618315298
Track 10,9,10,20,0,0,0,0,0,19,10,29,22.323443389936198,424.13427492529746,126.9915071975259,0.0,1.182546765351122,1.2482655957260433,1.1016934310731983,1.1907984177724624,0.04066300444045787,106.46389841124653,22.468388541671317,22.323443389936198,0.9935489298012496,1.1749180731545368,0.9935489298012498,0.08601372251804848
Track 11,10,11,45,0,0,0,0,0,44,299,343,41.794344688257354,264.79484110618887,193.12881472596288,0.0,0.9978362585985443,1.0564138284246083,0.9159145575693763,1.006693963773499,0.033715890093383584,102.48084826772441,43.90479537833595,41.794344688257354,0.9519312031432458,0.9498714701876672,0.9519312031432458,0.07828400148092787
Track 12,11,12,48,0,0,0,0,0,47,217,264,28.27059513530587,345.0938160951512,440.1630187447352,0.0,0.6206114982891522,0.7226665929819116,0.5575914009462669,0.6172689612566807,0.035630313551864766,103.24589049161965,29.16874041959015,28.27059513530587,0.969208636664987,0.6015020241554441,0.9692086366649869,0.06971043723448264
Track 13,12,13,40,0,0,0,0,0,39,91,130,22.94331800796792,189.3351397565567,137.9212969639869,0.0,0.6028350596588834,0.6630830205968029,0.5321599054975592,0.6031924955611901,0.03451478266065198,101.7236498392372,23.510567326696453,22.94331800796792,0.9758725805785037,0.5882902053325108,0.9758725805785037,0.09191879622820873
Track 14,13,14,9,0,0,0,0,0,8,86,94,9.331798640669428,325.41812200163776,217.8748269171742,0.0,1.1703965881201635,1.236207807898255,1.1160264175495977,1.1690372910899636,0.03248647154935256,96.65144263166916,9.363172704961308,9.331798640669428,0.9966492058535612,1.1664748300836785,0.9966492058535612,0.08278390161452201
Track 15,14,15,11,0,0,0,0,0,10,221,231,10.804507346698577,272.2627895681712,450.6830568544947,0.0,1.094119039862375,1.160970530810599,1.0209629429060167,1.0963782343775743,0.04041476149702198,100.50741950777491,10.94119039862375,10.804507346698577,0.987507478898972,1.0804507346698577,0.987507478898972,0.11367107890320069
Track 16,15,16,40,0,0,0,0,0,39,115,154,35.10631330213354,177.36762114188167,346.2596997213599,0.0,0.9401798287528523,1.02624774637354,0.8628822398399116,0.9415428308663814,0.03695868507532859,97.45301165834289,36.66701332136124,35.10631330213354,0.9574358564317953,0.9001618795418858,0.9574358564317952,0.08649263483173841
Track 17,16,17,42,0,0,0,0,0,41,258,299,33.09451697973359,365.75283037676314,204.4188575803609,0.0,0.8228835824792109,0.9137434222595643,0.733703685361895,0.8245433013989658,0.03815409759185709,94.87863923857479,33.73822688164765,33.09451697973359,0.9809204584410388,0.8071833409691119,0.9809204584410388,0.07711291927755051
Track 18,17,18,19,0,0,0,0,0,18,39,57,15.070570553923558,281.5695822901252,323.377595722638,0.0,0.8551091004503922,0.9134286352915084,0.76722622553945,0.8676748618368657,0.04184282657757112,90.99986867826809,15.39196380810706,15.070570553923558,0.9791194120392732,0.8372539196624199,0.9791194120392732,0.10304116802279215
Track 19,18,19,41,0,0,0,0,0,40,205,245,39.360146339154305,274.99734659248884,304.9888528803469,0.0,1.0061981236993347,1.0821868131876087,0.9049590223333678,1.012521468595052,0.040988638537729195,89.81332497322269,40.24792494797339,39.360146339154305,0.9779422514336659,0.9840036584788576,0.9779422514336659,0.06882320004784087
Track 20,19,20,41,0,0,0,0,0,40,272,312,23.433191970109952,505.9159709009128,23.663418442870963,0.0,0.8292946016615044,1.0842689360131732,0.3605394844687287,0.9007563103312535,0.18607227354718356,102.18631064444688,33.17178406646018,23.433191970109952,0.7064194052138165,0.5858297992527488,0.7064194052138165,1.0409722085759916
Track 21,20,21,50,0,0,0,0,0,49,255,304,54.24702028698902,263.962857527201,442.33603040711364,0.0,1.1364579448991665,1.2267604325476251,1.0554930160523646,1.1416210457503084,0.03583789261985072,103.09127494989852,55.686439300059156,54.24702028698902,0.9741513547793205,1.1070820466732454,0.9741513547793205,0.07662853389805196
Track 22,21,22,24,0,0,0,0,0,23,176,199,24.908210081324373,50.74392193129476,129.8640268643827,0.0,1.1009592609339154,1.1791714836767522,1.031126241667966,1.0999942662414972,0.03654498367461548,98.23789092324841,25.322063001480053,24.908210081324373,0.9836564295677058,1.0829656557097553,0.9836564295677057,0.0774815242879376
Track 23,22,23,16,0,0,0,0,0,15,248,263,10.201328256601572,124.68580198567238,283.9382785940719,0.0,0.6828105882950891,0.7398278328052785,0.6386616286711654,0.67572450907539,0.029008540164024446,108.6115559976912,10.242158824426337,10.201328256601572,0.996013480309699,0.6800885504401049,0.9960134803096992,0.06407807442197208
Track 24,23,24,6,0,0,0,0,0,5,124,129,4.504801339144684,90.45392190411046,233.7961117097784,0.0,0.9014354533135339,0.9308170032820147,0.8463233737233546,0.9251546091986808,0.03465519087111836,100.10035898613631,4.50717726656767,4.504801339144684,0.9994728568941345,0.9009602678289369,0.9994728568941345,0.027684001331531594
