LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Edge 1->2,1,1,2,1.2878894849433982,0.0,1.2459831565486792,1.2459831565486792,154,490.52326434812596,384.8282385872247,0.0,-1
Edge 2->3,1,2,3,1.3586510321513439,0.031624259234375285,1.2588144875667546,1.2588144875667546,155,491.57356359284483,385.51013461048205,0.0,-1
Edge 3->4,1,3,4,1.3261909591535994,0.001680115750413602,1.180497835853233,1.180497835853233,156,492.6073787382092,386.1572716510901,0.0,-1
Edge 4->5,1,4,5,1.2438739801481844,0.08530439275733925,1.2231535084843845,1.2231535084843845,157,493.6523562254905,386.74869516944756,0.0,-1
Edge 5->6,1,5,6,1.1680252985602189,0.08793979748626779,1.217502204561812,1.217502204561812,158,494.71217335929975,387.3512816302698,0.0,-1
Edge 6->7,1,6,7,1.1045809457521474,0.07777919354290352,1.2111832597887129,1.2111832597887129,159,495.71375649440074,388.0362855754994,0.0,-1
Edge 7->8,1,7,8,1.2382089177939923,0.006603069756138668,1.2248233446768007,1.2248233446768007,160,496.68913013041595,388.7657800198143,0.0,-1
Edge 8->9,1,8,9,1.250554423503556,0.11272412069678062,1.2912014782690722,1.2912014782690722,161,497.6471108203452,389.57809131500846,0.0,-1
Edge 9->10,1,9,10,1.1819046492503378,0.046750934225192615,1.202672512259322,1.202672512259322,162,498.53270481008144,390.4554320642093,0.0,-1
Edge 10->11,1,10,11,1.2408467774419942,0.08592924628829202,1.2714516173949846,1.2714516173949846,163,499.4278957568278,391.30756745733174,0.0,-1
Edge 11->12,1,11,12,1.164994018341381,0.036875078408215356,1.1720335626622003,1.1720335626622003,164,500.33269065382484,392.1282346436317,0.0,-1
Edge 12->13,1,12,13,1.2758820020127075,0.09588826008286877,1.2225829904733254,1.2225829904733254,165,501.2420444547247,392.9049788467613,0.0,-1
Edge 13->14,1,13,14,1.249096847411502,0.08784503013074065,1.2412444190392349,1.2412444190392349,166,502.1799891502593,393.7018134704723,0.0,-1
Edge 14->15,1,14,15,1.2491927746718665,0.004992591098653687,1.257124516523801,1.257124516523801,167,503.0979819617754,394.549009615978,0.0,-1
Edge 15->16,1,15,16,1.2100294881987592,0.018486236354543717,1.2618121758400498,1.2618121758400498,168,504.03345965901894,395.39222161469786,0.0,-1
Edge 16->17,1,16,17,1.181157553182614,0.06809295444036767,1.2648917004178317,1.2648917004178317,169,505.00704286667815,396.1961771382995,0.0,-1
Edge 17->18,1,17,18,1.1977485934348124,0.12225413386741611,1.222063988888479,1.222063988888479,170,505.94315165373513,397.011142689199,0.0,-1
Edge 18->19,1,18,19,1.2151138593319748,0.015452948206923889,1.2178029868728908,1.2178029868728908,171,506.81825418489757,397.86105117334967,0.0,-1
Edge 19->20,1,19,20,1.3557117703239625,0.042832782216283276,1.2673152746449683,1.2673152746449683,172,507.7346196811368,398.6998119900833,0.0,-1
Edge 20->21,1,20,21,1.2344809929884115,0.035213355048833724,1.2279672669147672,1.2279672669147672,173,508.68639218099685,399.5061961899703,0.0,-1
Edge 21->22,1,21,22,1.2364399175237752,0.05323091855535645,1.1873029419726224,1.1873029419726224,174,509.6009669497633,400.29417016262937,0.0,-1
Edge 22->23,1,22,23,1.1676781286457039,0.036544406436388344,1.1926429085726615,1.1926429085726615,175,510.4661791962581,401.11085284872473,0.0,-1
Edge 23->24,1,23,24,1.0054628664259417,1.4028344452849573,1.064710054746793,1.064710054746793,176,510.5887138411009,401.9653271288713,0.0,-1
Edge 24->25,1,24,25,1.0807631469273669,1.1785518825170924,1.1290189850389856,1.1290189850389856,177,510.5905828680403,402.8773712684435,0.0,-1
Edge 25->26,1,25,26,1.119525279181528,0.910457235877553,1.1557865824083156,1.1557865824083156,178,510.704006150407,403.89716103045697,0.0,-1
Edge 26->27,1,26,27,1.2383179664056567,0.634307449243029,1.1318944797838986,1.1318944797838986,179,510.6768378795588,404.9836214561718,0.0,-1
Edge 27->28,1,27,28,1.0347613365737813,0.6377865901874283,1.0758306705350007,1.0758306705350007,180,510.661189684388,406.03175059485227,0.0,-1
Edge 28->29,1,28,29,1.0502021021605514,0.6104366568716266,1.0082776419737343,1.0082776419737343,181,510.61429348905824,407.02458731490276,0.0,-1
Edge 29->30,1,29,30,1.009427266668056,0.47444360672771063,1.0545736255724072,1.0545736255724072,182,510.6399390096967,408.0268141679991,0.0,-1
Edge 30->31,1,30,31,1.1791150306022131,0.5236433209256534,1.1325363799585009,1.1325363799585009,183,510.7087219715361,409.08090730277627,0.0,-1
