LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Edge 1->2,1,1,2,0.8263580479947442,0.0,0.8566089656565716,0.8566089656565716,277,280.56171966313275,491.10167234297023,0.0,-1
Edge 2->3,1,2,3,0.9331130825440203,0.08317483407992454,0.8511841761406463,0.8511841761406463,278,280.4576422573698,490.25488610620334,0.0,-1
Edge 3->4,1,3,4,0.948643861546098,0.09204974767745355,0.9469965003820513,0.9469965003820513,279,280.42881974224406,489.35720775714117,0.0,-1
Edge 4->5,1,4,5,0.9247279184473949,0.10310741830381498,0.8483328116034909,0.8483328116034909,280,280.39543908586126,488.46135381958146,0.0,-1
Edge 5->6,1,5,6,1.0432970282543208,0.07545047585548548,0.8940173763651083,0.8940173763651083,281,280.2822847039372,487.59818335111385,0.0,-1
Edge 6->7,1,6,7,0.7626561066893577,0.14790110872547846,0.7872578470297606,0.7872578470297606,282,280.0859966583555,486.78313695549264,0.0,-1
Edge 7->8,1,7,8,0.8218480772177397,0.01343785235225581,0.8817121342857732,0.8817121342857732,283,279.8331162122198,485.9879103562977,0.0,-1
Edge 8->9,1,8,9,0.8386672731809568,0.004491642741712765,0.8519438087199535,0.8519438087199535,284,279.57384441617717,485.1607676362786,0.0,-1
Edge 9->10,1,9,10,0.9085233963925741,0.07891218174383498,0.8535737605101374,0.8535737605101374,285,279.3494025620346,484.3387628319265,0.0,-1
Edge 10->11,1,10,11,0.9160371738276442,0.04971312945595363,0.8540923802388298,0.8540923802388298,286,279.1779322427943,483.50259388751203,0.0,-1
Edge 11->12,1,11,12,1.0210451155410256,0.061020297105606185,0.9074462412831833,0.9074462412831833,287,279.04987418851255,482.63159763390854,0.0,-1
Edge 12->13,1,12,13,0.8511847013578274,0.1542002039785746,0.8530249773236411,0.8530249773236411,288,278.8831748725972,481.7699516804505,0.0,-1
Edge 13->14,1,13,14,0.8384568087922383,0.06263260365919442,0.8140539830146138,0.8140539830146138,289,278.63603089050383,480.97432166219977,0.0,-1
Edge 14->15,1,14,15,0.7847724008386501,0.09488973047433391,0.8203608833863775,0.8203608833863775,290,278.40605713517806,480.19109888433456,0.0,-1
Edge 15->16,1,15,16,0.7487515934100931,0.05385761184628257,0.874100840878974,0.874100840878974,291,278.18332513102325,479.3739876820173,0.0,-1
Edge 16->17,1,16,17,0.8582555046599037,0.16275658744686528,0.860238139542325,0.860238139542325,292,277.86842910612745,478.5690934235277,0.0,-1
Edge 17->18,1,17,18,0.7283780848460355,0.08079895798714709,0.786065797533021,0.786065797533021,293,277.53578032703894,477.81688274221597,0.0,-1
Edge 18->19,1,18,19,0.894925488416787,0.05772649950143194,0.8627576282538035,0.8627576282538035,294,277.211568233708,477.05927046594843,0.0,-1
Edge 19->20,1,19,20,0.7088010554518549,0.10626369936268397,0.802870721478813,0.802870721478813,295,276.90258742292065,476.2871586161003,0.0,-1
Edge 20->21,1,20,21,0.8229265910643062,0.0018414720840307375,0.859893235600183,0.859893235600183,296,276.63588601099923,475.49971606845395,0.0,-1
Edge 21->22,1,21,22,0.8266342435966513,0.027721944290141076,0.8132502834146283,0.8132502834146283,297,276.35619336750005,474.71136970620626,0.0,-1
Edge 22->23,1,22,23,0.8515211031794186,0.13631908911233048,0.8329029948087625,0.8329029948087625,298,276.12436849501216,473.92360677761883,0.0,-1
Edge 23->24,1,23,24,0.8206562803181433,0.13026556191369276,0.8230282426919467,0.8230282426919467,299,275.8931816818317,473.13040078957465,0.0,-1
Edge 24->25,1,24,25,0.9937850551269565,0.14342211796308169,0.900417796730401,0.900417796730401,300,275.66045580806775,472.3029947057878,0.0,-1
Edge 25->26,1,25,26,0.9370010322861476,0.06393559955454231,0.8585278504956918,0.8585278504956918,301,275.45415033586755,471.4485236563085,0.0,-1
Edge 26->27,1,26,27,0.8565339227922893,0.016236986031585632,0.8907502974455854,0.8907502974455854,302,275.2281476173103,470.6036178163069,0.0,-1
Edge 27->28,1,27,28,1.0324995143782427,0.01718201954252163,0.9520290309889246,0.9520290309889246,303,275.0050924577728,469.709669986642,0.0,-1
Edge 28->29,1,28,29,0.9333238326209503,0.04271198235623608,0.8452137601814412,0.8452137601814412,304,274.77733631388634,468.84060116564086,0.0,-1
Edge 29->30,1,29,30,0.8935880731432143,0.07621126900767483,0.8997831918453313,0.8997831918453313,305,274.5045430383319,468.01251079337976,0.0,-1
Edge 30->31,1,30,31,0.8194991285419305,0.03698221889651765,0.8172289723993226,0.8172289723993226,306,274.191952258887,467.213093316828,0.0,-1
Edge 31->32,1,31,32,0.8879804113250521,0.10145626837927613,0.8905164889813821,0.8905164889813821,307,273.82484399890086,466.4433797300853,0.0,-1
Edge 32->33,1,32,33,0.7809270086726038,0.19619606429476444,0.813176978080472,0.813176978080472,308,273.4947499522143,465.6625247697551,0.0,-1
Edge 33->34,1,33,34,0.8154846084468645,0.04811309706869005,0.842767992426338,0.842767992426338,309,273.2329033246927,464.87729980194615,0.0,-1
Edge 34->35,1,34,35,0.9295576006101908,0.11589472544298607,0.863591471990361,0.863591471990361,310,272.99192271862387,464.0603525358948,0.0,-1
Edge 35->36,1,35,36,0.8913610381437048,0.10271729585760747,0.8694922309861874,0.8694922309861874,311,272.83863498154113,463.2086373425269,0.0,-1
Edge 36->37,1,36,37,0.7680283959262434,0.036292973895721614,0.7957378732793368,0.7957378732793368,312,272.7476252928889,462.3811488221237,0.0,-1
Edge 37->38,1,37,38,0.7646454340966234,0.013567903406606296,0.810945237714396,0.810945237714396,313,272.6694728052861,461.5816363794841,0.0,-1
Edge 38->39,1,38,39,0.8284824178822822,0.019378184707994132,0.866387937812956,0.866387937812956,314,272.5906318166823,460.7467233375387,0.0,-1
Edge 39->40,1,39,40,0.8214764276368544,0.05721697672540893,0.8296691887386002,0.8296691887386002,315,272.5425151244661,459.90040833870137,0.0,-1
Edge 40->41,1,40,41,0.8367164851421468,0.010046846059690306,0.7910579907767838,0.7910579907767838,316,272.52415291384636,459.09026303385474,0.0,-1
Edge 41->42,1,41,42,0.7977928738438388,0.15667489906438004,0.8407969323150253,0.8407969323150253,317,272.44436345863033,458.28075828766646,0.0,-1
Edge 42->43,1,42,43,0.8840822567862502,0.18183113162501607,0.8389971283794209,0.8389971283794209,318,272.2252861505317,457.473530065368,0.0,-1
Edge 43->44,1,43,44,0.8599407090742014,0.15089882238120622,0.8500928716581365,0.8500928716581365,319,271.992491890158,456.66420277021314,0.0,-1
Edge 44->45,1,44,45,0.8704472065211922,0.2634713903215782,0.8633051093945935,0.8633051093945935,320,271.7109647749496,455.8629456235935,0.0,-1
Edge 45->46,1,45,46,0.9122102932319658,0.019568515362672567,0.8609204858246697,0.8609204858246697,321,271.3291567100846,455.0900355846295,0.0,-1
Edge 46->47,1,46,47,0.8568200047120025,0.02349780144931657,0.8146520688150131,0.8146520688150131,322,270.95690880408256,454.33955538149996,0.0,-1
Edge 47->48,1,47,48,0.7578265976537367,0.01608011458540215,0.8280524922823147,0.8280524922823147,323,270.58903303449443,453.60522345270743,0.0,-1
Edge 49->50,2,49,50,1.0250654609190772,0.0,0.9107816532315809,0.9107816532315809,308,290.8031868845445,389.57427484243675,0.0,-1
Edge 50->51,2,50,51,0.9018770208277919,0.17036962987252838,0.910709110254906,0.910709110254906,309,289.9340590001186,389.3133735222078,0.0,-1
Edge 51->52,2,51,52,0.9821562006113529,0.07066755138862435,0.9746641153998008,0.9746641153998008,310,289.04598018755553,388.99894333529204,0.0,-1
Edge 52->53,2,52,53,0.9773784021384186,0.05375786542794181,0.9002331513344891,0.9002331513344891,311,288.1454525467524,388.7396632904839,0.0,-1
Edge 53->54,2,53,54,0.955790926603534,0.030568250452674747,0.9469944426745184,0.9469944426745184,312,287.2477010277641,388.5230864677008,0.0,-1
Edge 54->55,2,54,55,1.0601296654880024,0.08172275256332284,1.0006862215671335,1.0006862215671335,313,286.290364747499,388.34904370542995,0.0,-1
Edge 55->56,2,55,56,0.7780317467476743,0.11594044819480942,0.8756896701211231,0.8756896701211231,314,285.371352852036,388.16828906682645,0.0,-1
Edge 56->57,2,56,57,0.9355712462704107,0.2769830911675799,0.9577010982789589,0.9577010982789589,315,284.46903613425417,388.0674310816552,0.0,-1
Edge 57->58,2,57,58,1.0078980163519295,0.05035689313840308,0.9880613274307999,0.9880613274307999,316,283.4975151024572,388.1126524889936,0.0,-1
Edge 58->59,2,58,59,0.9957203027728256,0.114820728019865,0.9416493378916552,0.9416493378916552,317,282.53436078497236,388.12736185547,0.0,-1
Edge 59->60,2,59,60,0.9463397221054516,0.031231848106923813,0.9078548941924061,0.9078548941924061,318,281.61008878457153,388.1012985946203,0.0,-1
Edge 60->61,2,60,61,0.9665746804242644,0.10728864703128059,0.9327730750276199,0.9327730750276199,319,280.6931395486687,388.0400829680019,0.0,-1
Edge 61->62,2,61,62,0.9642292754561268,0.21976841449961793,0.9111763833384005,0.9111763833384005,320,279.80047646506887,387.83279366107223,0.0,-1
Edge 62->63,2,62,63,0.9689652914396423,0.008038464703555182,0.9452143087692461,0.9452143087692461,321,278.92649300286894,387.52024671200667,0.0,-1
Edge 63->64,2,63,64,0.8250852154784559,0.11689342689943949,0.9322444168179498,0.9322444168179498,322,278.06533585465155,387.15063270640377,0.0,-1
Edge 64->65,2,64,65,0.9954837683644691,0.24191375236916812,0.9233736057387847,0.9233736057387847,323,277.2972862272557,386.64230555234235,0.0,-1
Edge 65->66,2,65,66,0.918218152690043,0.040209070721024975,0.9601014026422231,0.9601014026422231,324,276.59359438605037,386.01674257539185,0.0,-1
Edge 66->67,2,66,67,1.0175189615289177,0.0048063187387810125,1.0018377111607095,1.0018377111607095,325,275.8717979833726,385.3524341607859,0.0,-1
Edge 67->68,2,67,68,0.9639643963461657,0.0902465317424559,0.9549141582878058,0.9549141582878058,326,275.1808497984131,384.66115743290095,0.0,-1
Edge 68->69,2,68,69,0.9953747151763076,0.11842167533724225,0.9930083342228151,0.9930083342228151,327,274.57057349355483,383.90429365684764,0.0,-1
Edge 69->70,2,69,70,0.9465247747786543,0.003881529387362192,1.001826808997906,1.001826808997906,328,273.98902681088765,383.0939594535865,0.0,-1
Edge 70->71,2,70,71,0.8236872008024477,0.048384365856069866,0.9206218639941874,0.9206218639941874,329,273.40932647213447,382.32756526089236,0.0,-1
Edge 71->72,2,71,72,0.902809123901014,0.17173953182962443,0.9529280692308326,0.9529280692308326,330,272.8935994653546,381.549670600553,0.0,-1
Edge 72->73,2,72,73,0.9679972605378119,0.02706144577218783,0.9266853386755949,0.9266853386755949,331,272.4312443327399,380.7315613718095,0.0,-1
