LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Edge 1->2,1,1,2,0.7082166937444416,0.0,0.8507328990045099,0.8507328990045099,276,365.15741281829196,213.52631421635294,0.0,-1
Edge 2->3,1,2,3,0.8903113841643043,0.04835883094231974,0.9066364940088306,0.9066364940088306,277,364.3085488318937,213.3003366132304,0.0,-1
Edge 3->4,1,3,4,0.8363125838882322,0.21813757938786837,0.9039760285237585,0.9039760285237585,278,363.4618555385339,212.99541236581373,0.0,-1
Edge 4->5,1,4,5,0.9488704644903272,0.009626124976874095,0.9378089873902961,0.9378089873902961,279,362.63661802239534,212.5867481827127,0.0,-1
Edge 5->6,1,5,6,0.9349094483688173,0.18233619727004902,0.9272659128128172,0.9272659128128172,280,361.847434752203,212.09725038705756,0.0,-1
Edge 6->7,1,6,7,0.9643595832406726,0.0206857317275686,0.9295667954393337,0.9295667954393337,281,361.1124545325886,211.53009185623938,0.0,-1
Edge 7->8,1,7,8,0.9981535026685207,0.024618028232551215,0.9283199790711111,0.9283199790711111,282,360.39010292671685,210.94612847048802,0.0,-1
Edge 8->9,1,8,9,0.9343987615035454,0.030549088765989385,0.9357122329871438,0.9357122329871438,283,359.6636268318868,210.36244717274542,0.0,-1
Edge 9->10,1,9,10,1.0691476883071596,0.09425551415102706,0.9551268727109997,0.9551268727109997,284,358.9469814375724,209.74742359979,0.0,-1
Edge 10->11,1,10,11,0.9520944471898896,0.1357777550304076,0.9404718749288944,0.9404718749288944,285,358.30410609260133,209.0539531504357,0.0,-1
Edge 11->12,1,11,12,0.8586979486415679,0.10350022301407957,0.9242087683273995,0.9242087683273995,286,357.68288421960347,208.3603998535682,0.0,-1
Edge 12->13,1,12,13,0.9218339281872648,0.035245055222075994,0.9499375219427708,0.9499375219427708,287,357.0104434876706,207.70797597134927,0.0,-1
Edge 13->14,1,13,14,0.9472142593216697,0.09150785243743043,0.9658515943370608,0.9658515943370608,288,356.34311464470613,207.02218093776457,0.0,-1
Edge 14->15,1,14,15,0.9436273481056332,0.012954863778432467,0.9140209905479643,0.9140209905479643,289,355.71443996194773,206.3234597218879,0.0,-1
Edge 15->16,1,15,16,0.8852818640383884,0.04933854685331962,0.9326443590498534,0.9326443590498534,290,355.0756911772594,205.657108056793,0.0,-1
Edge 16->17,1,16,17,0.963544663423846,0.10095421538693428,0.9784434575643158,0.9784434575643158,291,354.4343281281548,204.95042957340587,0.0,-1
Edge 17->18,1,17,18,0.8854664220127513,0.11034532047124967,0.8935184360525557,0.8935184360525557,292,353.8799304122831,204.19806998790202,0.0,-1
Edge 18->19,1,18,19,0.9801422534269107,0.044964209067206884,1.002548293809688,1.002548293809688,293,353.34386819533256,203.41643589093553,0.0,-1
Edge 19->20,1,19,20,0.9252244189813175,0.021236652798785283,0.8846536498973315,0.8846536498973315,294,352.80150003045105,202.64434808912716,0.0,-1
Edge 20->21,1,20,21,0.9539868579531632,0.12084747959041486,0.9219207885298953,0.9219207885298953,295,352.2467177128226,201.9335947600921,0.0,-1
Edge 21->22,1,21,22,0.9575681933224056,0.08954809104786543,0.8992398365672076,0.8992398365672076,296,351.6159760976401,201.27810969849392,0.0,-1
Edge 22->23,1,22,23,1.0003679647771035,0.012416523213351294,1.0169192238326634,1.0169192238326634,297,350.92543883018175,200.61400170763176,0.0,-1
